,GAVISH_3CA_MALIGNANT_METAPROGRAM_17_INTERFERON_MHC_II_1,GAVISH_3CA_MALIGNANT_METAPROGRAM_METAPROGRAM_6_HYPOXIA,GAVISH_3CA_METAPROGRAM_B_CELLS_INTERFERON,GAVISH_3CA_METAPROGRAM_B_CELLS_METABOLISM_MYC,GAVISH_3CA_METAPROGRAM_B_CELLS_MHC_II,GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_INTERFERON,GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_HEV_1,GAVISH_3CA_METAPROGRAM_ENDOTHELIAL_INTERFERON,GAVISH_3CA_METAPROGRAM_EPITHELIAL_ALVEOLAR,GAVISH_3CA_METAPROGRAM_EPITHELIAL_INTERFERON_MHC,GAVISH_3CA_METAPROGRAM_EPITHELIAL_PDAC_RELATED_1,GAVISH_3CA_METAPROGRAM_FIBROBLASTS_INTERFERON,GAVISH_3CA_METAPROGRAM_MACROPHAGES_INTERFERON,"bioplanet_1157_Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",bioplanet_1404_Cap-dependent translation initiation,bioplanet_1529_Endosomal/vacuolar pathway,bioplanet_1537_Folding of actin by CCT/TriC,bioplanet_1605_Nef-mediated downregulation of MHC class I complex cell surface expression,bioplanet_211_Eosinophils in the chemokine network of allergy,bioplanet_298_Type 1 diabetes mellitus,bioplanet_300_Asthma,bioplanet_301_Autoimmune thyroid disease,bioplanet_303_Allograft rejection,bioplanet_304_Graft-versus-host disease,bioplanet_321_Bystander B cell activation,bioplanet_322_B lymphocyte cell surface molecules,bioplanet_324_CTL mediated immune response against target cells,bioplanet_50_Lck and Fyn tyrosine kinases in initiation of T cell receptor activation,bioplanet_564_PD-1 signaling,bioplanet_955_Glycolysis,group
TCGA-3L-AA1B-01,-0.585091462191345,-0.5227324592825185,-0.5454177937187153,-0.6106265497687293,-0.1869380485855592,-0.524846555909574,-0.1762296361644507,-0.5918611429494702,-0.3590978859822576,-0.3619585111778121,-0.0509245353455992,-0.5595405102913062,-0.6062926868669218,-0.059891962286656,0.0096399299496932,-0.7930900030686674,-0.6666015859727874,-0.4572493531715852,-0.1718888653084412,-0.2763793698053535,-0.114068906467847,-0.2999870748187007,-0.4428479346018585,-0.5018560353553403,-0.1268714460360109,-0.2963568484466067,-0.4175704852233602,0.277259052424233,0.0418541741046699,-0.4809442913814725,0
TCGA-4N-A93T-01,-0.1761928574601073,-0.4469943766859334,-0.2678072564529922,-0.3614047882660729,-0.2455708043269937,-0.2081684732996494,-0.4056369854769862,-0.3790655375875726,-0.0848936380466547,-0.4463864604373312,0.0733777502995899,-0.3510812696998092,-0.3463246064043642,-0.187363146028624,-0.0741673878395025,-0.3658527568057025,-0.4606902281843117,-0.2338295548354234,-0.4683957796555932,-0.352283661565671,-0.3493937786966299,-0.3160793450402883,-0.3778705342551171,-0.4418904389201805,-0.4173209259886375,-0.4231383020241259,-0.448449177299286,-0.3639399323493111,-0.3433627465101397,-0.0321638380525374,0
TCGA-5M-AAT4-01,-0.6702891902730892,0.0230437528874377,-0.6208166524241175,0.3500817214867278,-0.6674339654064584,-0.6194973924023796,-0.549190978485444,-0.6555188012173057,-0.2316720023489936,-0.6382775083005315,-0.4152595250810784,-0.6103843928256159,-0.5905117067289553,0.5169660530401964,0.6008996392500716,-0.7359810766293904,0.4203759245529374,-0.32361280002621,-0.6089912370477473,-0.6151526357431962,-0.6378564826850098,-0.6172940630392363,-0.657626620723002,-0.6407491299395742,-0.7498579416076095,-0.7600969866399158,-0.8049613009718268,-0.8080960217841089,-0.7070873701507574,0.3231066383407392,0
TCGA-5M-AAT6-01,0.6530667789367186,-0.0440842139039196,0.6038871886403997,0.3453716988995343,0.5232167827361082,0.5958153595881776,0.5931959590476269,0.6314382914580948,0.4811210314561384,0.5081600269109563,-0.0714167884625883,0.5872372372572018,0.6173616767208163,-0.2759855900116397,-0.1510992257523427,0.2781637154217785,-0.273043761071881,0.3108879132530658,0.3635083630134145,0.4566749420553573,0.5330015125592341,0.4424586004047792,0.5465138965033548,0.5323694944777968,0.6060391270504475,0.6294166382377534,0.5361747994901884,0.6352648764561002,0.6440125648304256,-0.3913306456271026,1
TCGA-5M-AATE-01,-0.5773771837833795,-0.4714390603771256,-0.5270799940681258,-0.1757747201745066,-0.5087438847225131,-0.4968811280022038,-0.3432355310732867,-0.5290604725706579,-0.2483620112632066,-0.404677514933209,-0.3576404931027016,-0.5557211829680677,-0.5457193945137556,0.3416682734368881,0.2626052679723765,-0.6331207085744119,0.3179472462570836,-0.1177419028103681,-0.3507008211518896,-0.4661416118215202,-0.3454741749317896,-0.4671936405523668,-0.5739405796447182,-0.5502982277522613,-0.5065489332817449,-0.4071343122677008,-0.6825415635074663,-0.5207942727155767,-0.5793234375365485,-0.2885129501812149,0
TCGA-A6-2682-01,-0.4827795783672893,0.6535861411152764,-0.5251374222697576,0.0188169582125641,0.1884035147809029,-0.5467269609317245,0.0831901171647022,-0.607763048463085,0.0870687584624121,0.2970613591068603,0.1872797163198809,-0.5125369194004118,-0.4985751497702279,-0.1163395912559228,-0.2740363394093638,-0.4494056721762518,0.1654691392007014,-0.1161543564428297,0.1796396569304111,-0.2053400836767272,-0.1261429803330797,-0.2690856248614591,-0.285378020060923,-0.2353608957033887,-0.4291634718629639,-0.3468746992224008,-0.263110524438687,-0.6149666826154011,-0.4886545418181572,0.3014952205183798,0
TCGA-A6-2685-01,0.3713094577236979,0.0624089425841442,0.2999203597557549,-0.3986247360228954,0.6010644450945463,0.3694119044234742,0.5468389622998118,0.2964961593225573,0.0905895149835134,0.602849499098896,0.2808948412261087,0.3099285194264913,0.3225980497875179,-0.4839044147000028,-0.5922215813039028,0.3663932256677995,-0.7311699600695831,0.158090027003735,0.4370461166295155,0.1856089599241249,0.52076449059058,0.3447055584376495,0.325199276019966,0.2049862700332372,0.3642783981215599,0.4811304922153737,0.062074987180023,0.4274753083940417,0.2780520172435817,-0.2540531587640932,0
TCGA-A6-2686-01,0.2023906013954806,0.4353483127581233,0.2087977097800119,0.0052382945046906,0.6100786676584536,0.2384536466384204,0.2249268495748632,0.1579453991322999,0.1414489256508538,0.2513811648382889,-0.3451961915517245,0.2717324752558669,0.292201688852683,0.400411348077385,0.4125980436947554,0.0025339895716902,0.0828514004886971,-0.3333642087769422,0.4831540013117028,0.4479647914826826,0.5174126623822879,0.44257543874836,0.5381522623152691,0.5544691746863644,0.7104644910462695,0.6987869812820595,0.6239030739713984,0.7242416080271848,0.6263472104411131,0.09612965358089,1
TCGA-A6-4105-01,0.4516817750593953,0.367078295835039,0.4458858295565923,0.3635003244035639,0.48840250128172,0.4737207606061409,0.3395231767174321,0.5086757910942019,-0.0186412754303677,0.3911801397516726,-0.0018222857460146,0.5465054056186448,0.5353932492509432,-0.2169854173101391,-0.374813264363617,-0.0168909019946142,0.5206929634940136,0.1674750547957476,0.6401993340500076,0.4597063544770107,0.527913606366965,0.4326978800518797,0.5519995089858396,0.5368536475164483,0.5421579593689672,0.5627121653625236,0.675207277076001,0.6360650883743416,0.6924220619187491,0.3277754704112898,0
TCGA-A6-5657-01,0.0345572371834297,-0.1648991884587162,0.2664139853472695,0.0163249321408921,0.5457785240861533,0.2513229554414627,0.436349697233258,0.2535428170240674,-0.0002800659828701,0.3533449046418009,-0.3477362761868962,0.192798481711356,0.2044062932459567,0.0709677798753656,-0.0684151374201573,-0.3835450884484311,0.2678719360655067,0.4689657721925183,0.4523417311104187,0.0465860497902154,0.3394569044261895,0.2781748861564107,0.1243272939077566,-0.0968844596322972,0.0998184092386867,0.4614750607422121,0.2073244557043191,0.492036718405631,0.38349717836579,-0.2758240111273586,0
